,Finanzierungsart,Year,Melder,Sektor,Annex2,Empfängerland,ODA-Art,Projektbeschreibung,Organisation,Art der Organisation,ProjectNumber,Zusage,Auszahlung,ISO
7247,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,"South of Sahara, regional",Bil ODA,Supporting Burundian refugees in countries affected by the Burundi Situation and Burundian Internally Displaced Persons and Spontaneous Returnees,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6610792,4558405.0,3988604.0,
7248,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,"South of Sahara, regional",Bil ODA,"Emergency aid in the field of accommodation and household items for internally displaced persons and host communities, coordination and management of refugee accommodation and promotion of the database for recording displaced persons (displacement tracking matrix) in Nigeria, Cameroon and Chad",International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6615210_N,6387009.0,2129003.0,
7249,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,"South of Sahara, regional",Bil ODA,Strengthening humanitarian coordination and political advocacy in southern and eastern Africa,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6613498_N,0.0,218063.0,
7250,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,"South of Sahara, regional",Bil ODA,Food assistance and Supply of Logistics in the El Nino Induced Drought and Cyclone Idai and Kenneth in Southern Africa,World Food Programme ,"United Nations (UN) agency, fund or commission",6613469_L,9139897.0,9139897.0,
7251,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,"South of Sahara, regional",Bil ODA,Aid and protection measures for refugees and internally displaced persons in the context of the Lake Chad crisis,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6615209_N,9701425.0,6790997.0,
7252,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,"South of Sahara, regional",Bil ODA,Providing Potection and Assistance to Congolese Refugees in neighbouring countries,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6611320,13675214.0,13675214.0,
7253,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,Yes,"South of Sahara, regional",Bil ODA,Contributing to stabilisation of the insurgency-affected areas of the Lake Chad Basin,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614491_L,21315316.0,17762764.0,
7254,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,South Sudan,Bil ODA,Aid and protection measures for internally displaced persons in South Sudan and South Sudanese refugees in neighboring countries,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6615335,19373219.0,11396011.0,SSD
7255,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,South Sudan,Bil ODA,"water, sanitation, hygiene, Nutrition and Health Measures in South Sudan",United Nations Children's Fund ,"United Nations (UN) agency, fund or commission",6611133,110154.0,110154.0,SSD
7256,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,72050.0,Yes,South Sudan,Bil ODA,Deposit into the South Sudan Humanitarian Fund (SSHF),United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614345,16524217.0,16524217.0,SSD
7257,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,South Sudan,Bil ODA,Strengthening humanitarian coordination and political advocacy in South Sudan,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6612082,569801.0,569801.0,SSD
7258,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,South Sudan,Bil ODA,"The project will establish processes of positive change, at institutional, individual and societal levels, to reduce the risk of communities impacted by crises or fragility from regressing into or remaining in crisis situations. It will further lay the foundations for access to longer term and sustainable development through strengthening border management, enabling meaningful community participation in contributing to peace and security efforts, whilst contributing to the wider COVID-19 response in South Sudan.",International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6614852,2735043.0,221872.0,SSD
7259,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,South Sudan,Bil ODA,Humanitarian crisis in South Sudan,World Food Programme ,"United Nations (UN) agency, fund or commission",6611302,20512821.0,17094017.0,SSD
7260,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,South Sudan,Bil ODA,WASH humanitarian emergency aid in South Sudan,United Nations Children's Fund ,"United Nations (UN) agency, fund or commission",6614977,2849003.0,2279202.0,SSD
7261,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,Yes,South Sudan,Bil ODA,The contribution supports reconciliation and stabilization in South Sudan.,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6615336,3418803.0,3331055.0,SSD
7262,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Sri Lanka,Bil ODA,"The overall objective s to promote the use of alternatives to imprisonment, including community-based corrections, in Sri Lanka to prevent and counter violent extremism and terrorism. The outputs are enhanced understanding of Sri Lanka's legal framework, policies and practices on alternatives to imprisonment to inform technical assistance, increased knowledge and capacity of Sri Lanka's criminal justice actors to apply alternatives to imprisonment, for example community-based corrections, in appropriate cases and to reduce prison overcrowding as well as raised awareness of benefits of alternatives to imprisonment by Sri Lankan criminal justice actors. The overall project aim is therefore to promote effective use Non-custodial measures in order to prevent and counter violent extremism and terrorism.",United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",6614026,145299.0,103855.0,LKA
7263,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,72010.0,Yes,Sudan,Bil ODA,Deposit into the Sudan Humanitarian Fund (SHF),United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614352,13105413.0,12535613.0,SDN
7264,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Sudan,Bil ODA,Food assistance for internally displaced persons and refugees and provision of UNHAS flights in accordance with the WFP Country Program.,World Food Programme ,"United Nations (UN) agency, fund or commission",6613794,7977208.0,7407407.0,SDN
7265,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,Sudan,Bil ODA,Support of the Ocha Countryoffice to strengthen the humanitarian coordination,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6615124,569801.0,569801.0,SDN
7266,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Sudan,Bil ODA,"Life-saving health and nutrition aid, as well as improved access to WASH for children, pregnant and nursing women and their communities",United Nations Children's Fund ,"United Nations (UN) agency, fund or commission",6615126,4558405.0,2279202.0,SDN
7267,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,No,Syrian Arab Republic,Bil ODA,"To ensure that the credible, balanced and inclusive Syrian-led, Syrian-owned Constitutional Committee, convened under UN auspices and facilitated by the UN Special Envoy for Syria, has the means to prepare and draft for popular approval a constitutional reform as a contribution to the political settlement in Syria and the implementation of Security Council Resolution 2254.","United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6615030,1709402.0,1709402.0,SYR
7268,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Syrian Arab Republic,Bil ODA,"Humanitarian mine and ordnance clearance in the form of hazard awareness, victim welfare and coordination in Syria",United Nations Mine Action Service ,"United Nations (UN) agency, fund or commission",6614989,2279202.0,1709402.0,SYR
7269,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Syrian Arab Republic,Bil ODA,Provision of accommodation for internally displaced people in Syria,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6614601,28490028.0,28490028.0,SYR
7270,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Syrian Arab Republic,Bil ODA,Food Emergency assistance and food aid for conflict-affected people in Syria,World Food Programme ,"United Nations (UN) agency, fund or commission",6612240,205128205.0,205128205.0,SYR
7271,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Syrian Arab Republic,Bil ODA,Food Emergency aid for conflict-affected people in Syria,World Food Programme ,"United Nations (UN) agency, fund or commission",6611335,68376068.0,68376068.0,SYR
7272,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Syrian Arab Republic,Bil ODA,Support for Syrian Internally Displaced Persons and refugees,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6610732,189743590.0,189743590.0,SYR
7273,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Syrian Arab Republic,Bil ODA,Cash assistance for Palestinian refugees affected by the conflict in Syria,United Nations Relief and Works Agency for Palestine Refugees in the Near East,"United Nations (UN) agency, fund or commission",6613332,0.0,28602959.0,SYR
7274,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15180.0,Yes,Tajikistan,Bil ODA,The aim of the project is to further support the government of Tajikistan in assisting victims of domestic violence by providing free psychosocial and legal assistance and by making the victims financially independent through professional courses.,Organisation for Security and Co-operation in Europe,Other multilateral institutions,6614499,161822.9999999999,53561.0,TJK
